Training Record ID,Routeway,Days On Programme,Age at Induction,Actual Learner Type,Maths GCSE Grade,English GCSE Grade,Company Size,Industry,Appr Opp Concern,Apprentice Salary,Ethnicity,Gender,LLDD Health Prob
35620,IT,371,23,New Apprentice,7,4,Oct-49,Computers & Electronics,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35545,DM,370,18,New Apprentice,6,7,Oct-49,Finance,,"16,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35525,IT,380,19,New Apprentice,4,5,500-999,Autos & Vehicles,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35508,DM,395,27,New Apprentice,C,B,50-249,News,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35502,DM,395,25,New Apprentice,C,C,Oct-49,People & Society,"ZS - 05/04. Job role looked suited to CC but CG confirmed will be attending networking events as well as supporting the content and website seo/analytics.
06/04 CHANGED TO CC!

Also hybrid but will be FT office 6 months, and then flexible wfh if needed","16,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35498,DM,373,19,New Apprentice,7,7,Oct-49,People & Society,,"16,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35477,IT,379,28,New Apprentice,B,C,Oct-49,Health,DC 06/04/23 - Below the minimum for London however the role includes travel costs - Mimi is pushing for higher,"16,000",46,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
35363,IT,370,26,New Apprentice,C,C,Oct-49,Computers & Electronics,SJ 27/03/2023 - discussed exposure to scripting with the employer. The employer uses advanced PowerShell scripts and has agreed to give the candidate the correct exposure.,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35361,IT,370,21,New Apprentice,5,4,Oct-49,Internet & Telecom,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35286,IT,372,23,New Apprentice,B,B,"1,000+",Health,,"16,000",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35285,IT,371,19,New Apprentice,5,7,50-249,Food & Drink,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35269,IT,380,24,New Apprentice,C,C,50-249,Computers & Electronics,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35250,DM,387,23,New Apprentice,C,A,Oct-49,Hobbies & Leisure,,"16,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
35239,DA,382,26,New Apprentice,B,A*,50-249,Arts & Entertainment,,"16,000",46,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35227,DM,373,20,New Apprentice,7,7,Oct-49,Business & Industrial,DC 14/03/23 - Hybrid - 1 Work 4 Home Signed off support confirmed both sides,"16,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35226,DM,373,24,New Apprentice,B,A,01-Sep,Business & Industrial,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35172,DM,373,20,New Apprentice,6,7,250-499,Jobs & Education,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35130,SWD,368,26,New Apprentice,B,5,Oct-49,Computers & Electronics,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35081,DM,369,30,New Apprentice,B,C,01-Sep,Business & Industrial,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35044,IT,370,29,New Apprentice,B,C,01-Sep,Internet & Telecom,,"16,000",35,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35042,IT,371,27,New Apprentice,B,B,"1,000+",Finance,GA has approved remote role. This might change once they move to their new office location to 3 days from the office and 2 from home.,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35008,DM,372,24,New Apprentice,C,C,Oct-49,People & Society,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34984,DM,371,18,New Apprentice,5,4,Oct-49,Beauty & Fitness,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34980,IT,376,26,New Apprentice,C,C,01-Sep,Computers & Electronics,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34977,IT,379,26,New Apprentice,C,N/A,Oct-49,Computers & Electronics,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34901,DM,400,19,New Apprentice,7,6,Oct-49,Health,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34811,SWD,380,26,New Apprentice,A,A,01-Sep,Autos & Vehicles,,"16,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34764,DM,398,28,New Apprentice,L2,L2,50-249,Business & Industrial,,"16,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34760,DM,398,19,New Apprentice,7,8,50-249,Computers & Electronics,,"16,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34759,DM,366,23,New Apprentice,A,A,50-249,Business & Industrial,,"16,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34749,IT,377,23,New Apprentice,C,C,01-Sep,Computers & Electronics,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34721,IT,378,28,New Apprentice,C,C,Oct-49,Internet & Telecom,,"16,000",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34717,IT,378,29,New Apprentice,C,C,Oct-49,Computers & Electronics,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34716,IT,381,18,New Apprentice,5,44,"1,000+",Health,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34622,DM,381,20,New Apprentice,5,5,Oct-49,Health,Hybrid role signed off by PH and BB.,"16,000",41,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34597,IT,368,25,New Apprentice,C,C,Oct-49,Computers & Electronics,,"16,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34585,IT,372,18,New Apprentice,5,5,01-Sep,Internet & Telecom,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34508,DA,379,24,New Apprentice,A,A,"1,000+",Business & Industrial,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34480,IT,367,20,New Apprentice,6,7,01-Sep,Internet & Telecom,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34458,SWD,379,19,New Apprentice,5,5,01-Sep,Internet & Telecom,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34456,SWD,379,24,New Apprentice,A,A,Oct-49,Business & Industrial,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34372,IT,367,29,WFD,C,D,Oct-49,Computers & Electronics,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34371,IT,378,16,New Apprentice,9,7,Oct-49,Health,OB - 08/08 - Few concens around the role and potential Software Support. MC confirmed that role will meet standard.,"16,000",41,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34369,IT,373,21,New Apprentice,5,4,01-Sep,Computers & Electronics,,"16,000",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34366,IT,377,37,New Apprentice,A,C,250-499,News,DC 27/07/22 - Hybrid role is an option later in the apprenticeship however Tegan has advised to keep the role office based for the 12-15 months,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34317,IT,374,18,New Apprentice,5,6,500-999,Law & Government,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34228,DA,371,23,New Apprentice,5,B,500-999,Business & Industrial,,"16,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34227,DA,367,19,New Apprentice,7,8,250-499,Jobs & Education,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34160,SWD,366,30,New Apprentice,B,A,01-Sep,Business & Industrial,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34155,SWD,366,22,New Apprentice,C,C,Oct-49,Computers & Electronics,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34151,SWD,428,39,New Apprentice,N/A,N/A,Oct-49,Computers & Electronics,DC 17/06/22 - Duty 7 is still lacking a bit of detail however confident role fits.,"16,000",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
